Darījuma summa, EUR;Būvju skaits;Būves virszemes stāvu skaits;Būves kopplatība, m2;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas platība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;Telpu grupas vidējais stāvs;Gads;sezona_Pavasaris;sezona_Rudens;sezona_Vasara;sezona_Ziema
24500.0;1;6;4243.0;1978;20;54.0;7;2;56.851111;26.219444;4.0;2020;0;0;0;1
1000.0;2;3;1589.1;1990;10;79.9;7;3;57.420556;27.048611;1.0;2020;0;0;0;1
11000.0;1;5;3502.6;1977;20;59.9;7;3;56.851111;26.219444;1.0;2020;0;0;0;1
15000.0;1;3;1140.0;1967;30;39.3;5;2;57.751667;24.357222;3.0;2020;0;0;0;1
4000.0;1;3;2192.1;1963;30;42.8;8;2;57.420556;27.048611;3.0;2020;0;0;0;1
31000.0;1;5;3753.5;1977;20;66.9;8;3;57.511389;24.719167;1.0;2020;0;0;0;1
3000.0;2;2;350.8;1959;45;30.1;3;1;57.420556;27.048611;1.0;2020;0;0;0;1
16000.0;1;3;1674.7;1972;15;74.3;8;3;56.851111;26.219444;3.0;2020;0;0;0;1
22000.0;1;4;3174.5;1975;20;50.2;7;2;57.751667;24.357222;4.0;2020;0;0;0;1
10000.0;1;3;770.5;1966;40;48.0;6;2;57.511389;24.719167;3.0;2020;0;0;0;1
17000.0;1;5;5024.9;1970;25;55.3;7;3;57.420556;27.048611;3.0;2020;0;0;0;1
11000.0;1;5;2062.0;1973;30;55.2;7;2;56.851111;26.219444;3.0;2020;0;0;0;1
2700.0;1;3;2192.1;1963;30;30.1;6;1;57.420556;27.048611;2.0;2020;0;0;0;1
7000.0;1;5;5362.4;1984;15;66.0;11;3;57.420556;27.048611;5.0;2019;0;0;0;1
4000.0;1;3;1178.5;1989;15;39.8;5;1;57.420556;27.048611;3.0;2020;0;0;0;1
5000.0;1;4;2329.5;1966;17;27.8;4;1;57.3125;25.275278;1.0;2020;0;0;0;1
35000.0;1;5;7313.1;1990;5;63.5;8;2;57.751667;24.357222;1.0;2020;0;0;0;1
3000.0;1;3;1764.9;1989;10;76.9;12;2;57.420556;27.048611;3.0;2020;0;0;0;1
3000.0;1;3;1744.7;1977;15;40.2;6;2;57.420556;27.048611;2.0;2020;0;0;0;1
17000.0;1;5;2720.5;1966;25;38.1;6;2;56.851111;26.219444;5.0;2020;1;0;0;0
15000.0;1;4;3147.5;1973;20;35.1;5;1;57.751667;24.357222;2.0;2020;0;0;0;1
21000.0;1;5;4080.9;1989;10;46.6;6;2;56.851111;26.219444;4.0;2020;1;0;0;0
5800.0;1;4;2026.1;1993;10;37.7;5;1;56.851111;26.219444;2.0;2020;1;0;0;0
15000.0;1;6;3405.1;1981;10;45.2;6;2;57.424167;25.906667;2.0;2020;1;0;0;0
9500.0;1;3;2652.7;1986;15;70.8;10;3;56.851111;26.219444;3.0;2020;1;0;0;0
32000.0;1;4;1729.7;1976;10;46.3;6;2;57.424167;25.906667;3.0;2020;1;0;0;0
20900.0;1;3;2192.1;1963;30;52.7;10;3;57.420556;27.048611;2.0;2020;1;0;0;0
8000.0;1;5;3628.2;1988;5;43.7;5;2;57.420556;27.048611;4.0;2020;1;0;0;0
10000.0;1;5;5111.9;1975;35;55.9;7;2;57.3125;25.275278;3.0;2020;1;0;0;0
23000.0;1;5;2720.5;1966;25;45.3;6;2;56.851111;26.219444;1.0;2020;1;0;0;0
5000.0;1;5;3502.6;1977;20;30.0;5;1;56.851111;26.219444;4.0;2020;1;0;0;0
10000.0;1;5;1822.3;1982;20;53.5;7;2;57.511389;24.719167;2.0;2020;1;0;0;0
4000.0;1;5;3444.4;1967;30;45.5;6;2;57.420556;27.048611;1.0;2020;1;0;0;0
3000.0;1;3;2192.1;1963;30;30.1;6;1;57.420556;27.048611;2.0;2020;1;0;0;0
21000.0;1;5;5111.9;1975;35;55.9;7;2;57.3125;25.275278;3.0;2020;1;0;0;0
12000.0;1;5;2407.9;1994;0;75.7;8;3;57.420556;27.048611;5.0;2020;1;0;0;0
